,county,date,Latitude,Longitude,death_count
427,Allegheny,09/2009,40.3805189,-80.02691709999999,1
428,Allegheny,09/2010,40.4741621,-80.0005257,1
429,Allegheny,09/2013,40.4541082,-79.92979576666667,3
430,Allegheny,09/2014,40.4687739,-80.0094821,1
431,Allegheny,09/2019,40.4419435,-79.8823734,1
432,Allegheny,10/2000,40.4274391,-79.99568909999999,1
433,Allegheny,10/2001,40.476360299999996,-80.039694,1
434,Allegheny,10/2009,40.40264129999999,-80.0270968,1
435,Allegheny,10/2010,40.463865399999996,-79.9110566,1
436,Allegheny,10/2013,40.436451700000006,-79.777316,1
437,Allegheny,10/2017,40.499153,-79.979038,1
438,Allegheny,11/2002,40.451859000000006,-79.969254,1
439,Allegheny,11/2004,40.414578799999994,-79.8369841,1
440,Allegheny,11/2006,40.4944783,-79.924799,1
441,Allegheny,11/2007,40.4384511,-79.9826333,1
442,Allegheny,11/2010,40.3968715,-79.95325046666666,3
443,Allegheny,11/2016,40.3679424,-79.7798253,3
444,Allegheny,12/2002,40.417083,-79.98700799999999,1
445,Allegheny,12/2005,40.443027,-79.9123107,2
446,Allegheny,12/2006,40.489775,-80.01331540000001,1
447,Allegheny,12/2009,40.53785334999999,-79.854872,2
448,Allegheny,12/2011,40.4142967,-79.9883738,1
449,Allegheny,12/2013,40.4614627,-79.97458495000001,2
450,Allegheny,12/2014,40.4547041,-79.88064890000001,1
451,Allegheny,12/2015,40.430862299999994,-80.0073196,1
452,Allegheny,12/2019,40.442345,-79.882152,1
453,Allen,01/2004,41.0626036,-85.1163863,1
454,Allen,01/2008,40.718556899999996,-84.102721,1
455,Allen,01/2009,41.110054649999995,-85.12282205,2
456,Allen,01/2011,40.683693100000006,-84.1243858,1
457,Allen,02/2013,41.093737700000005,-85.0976855,1
458,Allen,02/2014,41.1040443,-85.2934538,1
459,Allen,03/2006,40.892891999999996,-83.87231,1
460,Allen,03/2008,36.740408,-86.2589828,1
461,Allen,03/2012,41.1791955,-85.0940655,1
462,Allen,03/2013,41.0576023,-85.11855870000001,1
463,Allen,03/2016,41.0673467,-85.14369529999999,2
464,Allen,03/2020,41.0177611,-85.1588438,1
465,Allen,04/2005,41.0464901,-85.1153322,1
466,Allen,04/2012,41.066125,-85.1205198,1
467,Allen,04/2013,41.0461624,-85.1238011,1
468,Allen,05/2001,41.1271112,-85.1403498,1
469,Allen,05/2007,37.9276194,-95.3998469,1
470,Allen,05/2008,41.1045482,-85.1015632,1
471,Allen,05/2012,40.9044073,-84.6326494,2
472,Allen,05/2013,41.1499651,-85.1278268,1
473,Allen,05/2017,40.848929,-83.8620849,1
474,Allen,05/2019,41.0516237,-85.1212013,1
475,Allen,05/2020,41.1049495,-85.09017740000002,2
476,Allen,06/2015,41.0975135,-85.15620140000001,1
477,Allen,07/2005,41.0781197,-85.147062,1
478,Allen,07/2007,30.6203647,-92.762568,1
479,Allen,07/2010,41.1209,-85.062152,1
480,Allen,07/2014,40.7302903,-84.1022229,1
481,Allen,07/2015,41.002073100000004,-85.1881503,1
482,Allen,08/2000,40.74402429999999,-84.102994,1
483,Allen,08/2001,41.1166698,-85.1834754,1
484,Allen,08/2017,40.761927,-84.107474,1
485,Allen,09/2020,41.1049495,-85.09017740000002,1
486,Allen,10/2002,41.1205689,-85.0614047,1
487,Allen,10/2016,41.1006515,-85.11046595,2
488,Allen,10/2017,41.026826,-85.09709000000001,1
489,Allen,10/2018,41.053685200000004,-85.0765095,1
490,Allen,11/2008,41.0665922,-85.1559995,1
491,Allen,11/2011,41.0620671,-85.1524938,1
492,Allen,11/2017,30.4932303,-92.844584,1
493,Allen,12/2003,36.6697475,-86.2666463,1
